רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,עציון גבר,ששת הימים,,עירייה,08-6367124,,,29.5534487,34.94979635
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,ימין הרצוג,שביל גרניט,,עירייה,08-6367124,,,29.56131207,34.94342016
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,הרי אילת,עין עקרבים,,עירייה,08-6367124,,,29.54618542,34.93114008
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,ערבה,סמטת שור,,עירייה,08-6367124,,,29.56113981,34.94298721
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,יעלים,יעלים,,עירייה,08-6367124,,,29.56347704,34.95267087
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב 32X20,גולדווטר,דרך יותם,,עירייה,08-6367124,,,29.55468351,34.94920511
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב אופיר 34X20,אופיר,דרך יותם,,עירייה,08-6367124,,,29.55617721,34.94258725
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש משולב אלמוג מקורה 2X20,אלמוג,מדין,,עירייה,08-6367124,1999,מתנס יעלים,29.55830209,34.94971194
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מטווח אמבסדור,תירות,דרך מצרים,,תירות,08-6382209,,,29.55118597,34.96524792
אילת,מכון לכושר גופני,מכון כושר ספארטה,,,,פרטי,,2014,,29.5588354,34.95501441
אילת,בריכת שחיה - 25X12.5 מ',מלון אגמים,תירות,קאמפן,,תירות,08-6300300,,,29.55109255,34.96347347
אילת,מכון לכושר גופני,מלון אגמים,תירות,קאמפן,,תירות,08-6300300,2008,,29.55112073,34.96409247
אילת,בריכת שחיה - 25X12.5 מ',מלון אדומית,תירות,דרך יותם,,תירות,08-6379511,,,29.5515842,34.95133839
אילת,בריכת שחיה - 25X12.5 מ',מלון אורכידיה,תירות,דרך מצרים,,תירות,08-6360360,,,29.50597536,34.91771711
אילת,מכון לכושר גופני,מלון אורכידיה,תירות,דרך מצרים,,תירות,08-6360360,2008,,29.50601987,34.91743853
אילת,בריכת שחיה - 25X12.5 מ',מלון אמבסדור,תירות,דרך מצרים,,תירות,08-6382222,,,29.51322195,34.92301873
אילת,מכון לכושר גופני,מלון אמבסדור,תירות,דרך מצרים,,תירות,08-6382222,2006,,29.51318595,34.92306008
אילת,בריכת שחיה - 25X12.5 מ',מלון אמריקנה,תירות,קאמן,,תירות,08-6303777,,,29.55501524,34.96256646
אילת,בריכת שחיה - 25X12.5 מ',מלון אסטרל וילידג',תירות,קאמן,,תירות,08-6367444,,,29.55048323,34.95593257
אילת,בריכת שחיה - 25X12.5 מ',מלון בריזה,תירות,סמטת פטן,,תירות,08-6366888,,,29.55629153,34.95511352
אילת,בריכת שחיה - 25X12.5 מ',מלון גולדן טוליפ,תירות,קאמפן,,תירות,08-6363636,,,29.55709744,34.96160188
אילת,מכון לכושר גופני,מלון גולדן טוליפ,תירות,קאמפן,,תירות,08-6363630,2005,,29.5568724,34.9618707
אילת,בריכת שחיה - 25X12.5 מ',מלון דליה,תירות,תרשיש,,תירות,08-6334004,,,29.55048318,34.95590162
אילת,בריכת שחיה - 25X12.5 מ',מלון דן,תירות,ים,,תירות,08-6362222,,,29.54856964,34.96519218
אילת,מכון לכושר גופני,מלון דן אילת,תירות,הים,,תירות,08-6362222,2002,,29.54884951,34.96530502
אילת,בריכת שחיה - 25X12.5 מ',מלון דן פנורמה,תירות,מים,,תירות,08-6389999,,,29.55304905,34.95792801
אילת,מכון לכושר גופני,מלון דן פנורמה,תירות,המים,,תירות,08-6389999,2003,,29.5528339,34.95866111
אילת,בריכת שחיה - 25X12.5 מ',מלון הולידי אין אקספרס,תירות,קאמפן,,תירות,08-6367777,,,29.55602981,34.95991222
אילת,בריכת שחיה - 25X12.5 מ',מלון הולידי אין פטיו,תירות,סמטת פטן,,תירות,08-6367777,,,29.55712216,34.95546231
אילת,בריכת שחיה - 25X12.5 מ',מלון הולידי אין קראון פלאז'ה,תירות,קאמן,,תירות,08-6367777,,,29.55406484,34.96084559
אילת,מכון לכושר גופני,מלון הולידי אין קראון פלאז'ה,תירות,קאמן,,תירות,08-6367777,2000,,29.55422812,34.96133015
אילת,מגרש טניס,מלון הולידי אין קראון פלאז'ה - 2 מגרשים,תירות,קאמן,,תירות,,,,29.554364,34.96163938
אילת,בריכת שחיה - 25X12.5 מ',מלון הילטון,תירות,ים,,תירות,08-6306666,,,29.55025878,34.96139125
אילת,מכון לכושר גופני,מלון הילטון,תירות,הים,,תירות,08-6306666,2004,,29.55011519,34.9618043
אילת,בריכת שחיה - 25X12.5 מ',מלון המלך שלמה,תירות,אנטיב,,תירות,08-6334189,1986,,29.55230721,34.96169588
אילת,מכון לכושר גופני,מלון המלך שלמה,תירות,אנטיב,,תירות,08-6363444,1990,,29.55258767,34.96212857
אילת,בריכת שחיה - 25X12.5 מ',מלון הנסיכה,תירות,דרך מצרים,,תירות,08-6365555,,,29.49637925,34.90667902
אילת,בריכת שחיה - 25X12.5 מ',מלון הרודס,תירות,ים,,תירות,08-6380000,,,29.54830203,34.9668849
אילת,מכון לכושר גופני,מלון הרודס,תירות,הים,,תירות,08-6380000,2004,,29.54827404,34.96636909
אילת,בריכת שחיה - 25X12.5 מ',מלון הריף,תירות,דרך מצרים,,תירות,08-6364444,,,29.5138503,34.9258018
אילת,בריכת שחיה - 25X12.5 מ',מלון ויסטה,תירות,קאמן,,תירות,08-6303030,,,29.55399876,34.96418884
אילת,בריכת שחיה - 25X12.5 מ',מלון טופז,תירות,סמטת פטן,,תירות,08-6388888,,,29.5560386,34.95493873
אילת,בריכת שחיה - 25X12.5 מ',מלון לגונה,תירות,אנטיב,,תירות,08-6366699,,,29.55127845,34.96152294
אילת,בריכת שחיה - 25X12.5 מ',מלון מגדלי אילת,תירות,מלכת שבא,,תירות,08-6369998,,,29.56523555,34.94298698
אילת,בריכת שחיה - 25X12.5 מ',מלון מג'יק פאלס,תירות,קאמן,,תירות,08-6369999,,,29.55435156,34.95977181
אילת,מכון לכושר גופני,מלון מג'יק פאלס,תירות,קאמן,,תירות,08-6369999,2005,,29.55486513,34.95941975
אילת,מכון לכושר גופני,מלון מועדון ים תיכון,תירות,דרך מצרים,,תירות,08-6350000,2007,,29.55356297,34.95295341
אילת,בריכת שחיה - 25X12.5 מ',מלון מוריה,תירות,תרשיש,,תירות,08-6361111,,,29.54996429,34.95824503
אילת,מכון לכושר גופני,מלון מוריה,תירות,תרשיש,,תירות,08-6361111,2008,,29.55031636,34.95836799
אילת,בריכת שחיה - 25X12.5 מ',מלון מרידיאן,תירות,דרך מצרים,,תירות,08-6383333,,,29.54703083,34.95263943
אילת,מכון לכושר גופני,מלון מרידיאן,תירות,דרך מצרים,,תירות,08-6383333,2005,,29.54712971,34.95245347
אילת,בריכת שחיה - 25X12.5 מ',מלון נובה,תירות,חטיבת גולני,,תירות,08-6382444,,,29.55857267,34.95442689
אילת,מכון לכושר גופני,מלון נסיכה,תירות,דרך מצרים,,תירות,08-6365555,2003,,29.49682191,34.90694585
אילת,מגרש טניס,מלון נסיכה - 2 מגרשים,תירות,דרך מצרים,,תירות,,,,29.49708161,34.90608916
אילת,בריכת שחיה - 25X12.5 מ',מלון נפטון,תירות,תרשיש,,תירות,08-6369369,,,29.55005319,34.95753288
אילת,מכון לכושר גופני,מלון נפטון,תירות,תרשיש,,תירות,08-6369369,2008,,29.55090957,34.95717999
אילת,אצטדיון כדורגל – 105X70 מ',מלון סאן רייז - כדורגל,תירות,אילות,,תירות,08-6305333,1998,,29.5820765,34.96582533
אילת,מגרש כדורסל – 19X32 מ',מלון סאן רייז - קט רגל,תירות,אילות,,תירות,08-6305333,1999,,29.5820765,34.96582533
אילת,בריכת שחיה - 25X12.5 מ',מלון סאן רייז בריכה,תירות,אילות,,תירות,08-6305333,1997,,29.5820765,34.96582533
אילת,מכון לכושר גופני,מלון סאן רייז חדר כושר,תירות,אילות,,תירות,08-6305333,1998,,29.5820765,34.96582533
אילת,בריכת שחיה - 25X12.5 מ',מלון סי סאייד,תירות,דרבן,,תירות,08-6367444,1976,,29.55013167,34.95130074
אילת,בריכת שחיה - 25X12.5 מ',מלון סיאסטה,תירות,סמטת פטן,,תירות,08-6382301,,,29.55741847,34.95471865
אילת,בריכת שחיה - 25X12.5 מ',מלון סיי הוטל,תירות,סמטת שפיפון,,תירות,08-6366777,,,29.55161796,34.9597268
אילת,בריכת שחיה - 25X12.5 מ',מלון סנטרל פארק,תירות,גן בנימין,,תירות,08-6388444,2009,,29.55361837,34.95362395
אילת,מכון לכושר גופני,מלון סנטרל פארק,תירות,גן בנימין,,תירות,08-6388444,2007,,29.55356297,34.95295341
אילת,בריכת שחיה - 25X12.5 מ',מלון ספורט,תירות,ים,,תירות,08-6303333,,,29.54979562,34.9646734
אילת,מגרש ספורט משולב – 43X32 מ',מלון ספורט,תירות,הים,,תירות,08-6303333,,,29.55118597,34.96524792
אילת,מכון לכושר גופני,מלון ספורט,תירות,הים,,תירות,08-6303333,1993,,29.54993969,34.9645183
אילת,מגרש טניס,מלון ספורט - 5 מגרשים,תירות,הים,,תירות,,,,29.55159106,34.96476203
אילת,מכון לכושר גופני,מלון פולס,תירות,המלאכה,,תירות,08-6333888,2007,,29.563318,34.95928583
אילת,בריכת שחיה - 25X12.5 מ',מלון פירסט קלאב,תירות,שדרות התמרים,,תירות,08-6364666,,,29.51387394,34.9241721
אילת,בריכת שחיה - 25X12.5 מ',מלון פלמה,תירות,אנטיב,,תירות,08-6334191,1997,,29.55298741,34.96366501
אילת,בריכת שחיה - 25X12.5 מ',מלון פלמירה,תירות,קאמפן,,תירות,08-6366000,,,29.5556883,34.96062501
אילת,בריכת שחיה - 25X12.5 מ',מלון קיסר,תירות,המים,,תירות,08-6305555,,,29.55195054,34.95906565
אילת,מכון לכושר גופני,מלון קיסר,תירות,המים,,תירות,08-6305555,1999,,29.55234775,34.95920914
אילת,מגרש טניס,מלון קיסר - 2 מגרשים,תירות,המיים,,תירות,,,,29.55161796,34.9597268
אילת,בריכת שחיה - 25X12.5 מ',מלון קלאב אין,תירות,דרך מצרים,,תירות,08-6385533,,,29.5155937,34.92258928
אילת,מגרש טניס,מלון קלאב אין - 2 מגרשים,תירות,דרך מצרים,,תירות,,,,29.51591771,34.92222738
אילת,בריכת שחיה - 25X12.5 מ',מלון קלאב הוטל,תירות,דרך מצרים,,תירות,08-6361666,,,29.55013167,34.95130074
אילת,מכון לכושר גופני,מלון קלאב הוטל,תירות,דרך מצרים,,תירות,08-6361666,2002,,29.54968135,34.95169394
אילת,בריכת שחיה - 25X12.5 מ',מלון קלאב מד,תירות,דרך מצרים,,תירות,08-6350000,,,29.51387394,34.9241721
אילת,מגרש טניס,מלון קלאב מד - 3 מגרשים,תירות,דרך מצרים,,תירות,,,,29.51334147,34.92408075
אילת,בריכת שחיה - 25X12.5 מ',מלון קרלטון,תירות,דרך מצרים,,תירות,08-6388555,,,29.5157879,34.92483726
אילת,מגרש טניס,מלון קרלטון - 2 מגרשים,תירות,דרך מצרים,,תירות,,,,29.5154456,34.92508574
אילת,בריכת שחיה - 25X12.5 מ',מלון רויאל ביץ,תירות,הים,,תירות,08-6368888,,,29.54902669,34.96350932
אילת,מכון לכושר גופני,מלון רויאל ביץ,תירות,הים,,תירות,08-6368888,1999,,29.54923525,34.96409694
אילת,בריכת שחיה - 25X12.5 מ',מלון רויאל גרדאן,תירות,הים,,תירות,08-6386666,,,29.55030777,34.96352692
אילת,מכון לכושר גופני,מלון רויאל גרדן,תירות,הים,,תירות,08-6368666,2004,,29.55064222,34.96388725
אילת,בריכת שחיה - 25X12.5 מ',מלון ריביירה קלאב,תירות,הים,,תירות,08-6303666,,,29.55211178,34.96336787
אילת,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מפרץ השמש,תירות,מפרץ השמש,,עירייה,08-6367124,2009,,29.54727318,34.96666032
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),משטח גלגליות,שחמון,ששת הימים,,עירייה,08-6367124,2007,,29.55610988,34.95930324
אילת,מגרש טניס,נוף אילת,דקל,סמטת נחל קטורה,,תירות,,,,29.55364395,34.95283971
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול,שחמון,ששת הימים,,עירייה,08-6367124,2008,,29.54503463,34.93307251
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול,קולייר,סמטת שור,,עירייה,08-6367124,1998,בית ספר למחול בגין,29.56008827,34.9450124
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול,יעלים,יעלים,,עירייה,08-6367124,2005,,29.56309825,34.95273372
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול,בית רובין,חטיבת הנגב,,עירייה,08-6367124,1999,,29.59315365,34.95060502
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול,אשכולות פיס,הספורטאים,,עירייה,08-6367124,2002,בית ספר למחול בגין,29.56312749,34.93992763
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סטודיו למחול-בגין,בגין,דרך הרים,,עירייה,08-6367124,2008,בית ספר למחול בגין,29.56308228,34.93987615
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סל-שחמון פתוח,שחמון,ששת הימים,,עירייה,08-6367124,,,29.54497203,34.93334092
אילת,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),סקווש דן - 2 מתקנים,תירות,הים,,תירות,08-6362222,,,29.57335781,35.13162933
